syndrome_name,group,features_tested,significant_features,high_priority_features,max_abs_hedges_g,median_abs_hedges_g,disease_n,matched_healthy_n
ATAXIA-TELANGIECTASIA; AT,Asian,125,0,0,1.896560238857601,0.566965221424945,3,571
AU-KLINE SYNDROME; AUKS,Asian,125,0,0,2.6601267167367846,0.44319327093672484,2,571
AU-KLINE SYNDROME; AUKS,European,125,52,21,1.3164470716387042,0.43341059080684863,25,143
AYME-GRIPP SYNDROME; AYGRP,European,125,20,11,1.4875257578476044,0.33977128051426864,19,143
Acrodysostosis,European,125,0,0,2.44260181246462,0.6089814750205728,2,143
Acromesomelic dysplasia,African,125,0,0,2.7321811568419325,0.7296161382041871,2,143
Alagille syndrome,Asian,125,22,10,1.3872988674329185,0.1792592548864511,37,571
Alagille syndrome,European,125,6,0,1.2056605897751278,0.4466547511274893,9,143
"Arthrogryposis, distal",African,125,7,0,2.6028861829798973,0.45897108449376783,5,143
"Arthrogryposis, distal",Asian,125,5,5,1.0344393451588718,0.19155083656547572,19,571
"Arthrogryposis, distal",European,125,53,16,1.6278228843039302,0.35459057295669094,31,143
Auriculocondylar syndrome,African,125,0,0,2.3025297611495468,0.511969665490858,2,143
"Autism, susceptiblity to",Asian,125,7,0,1.8685013118716014,0.4250498881453205,5,571
"Autism, susceptiblity to",European,125,53,14,1.0851160149332426,0.4285176489128934,25,143
BAINBRIDGE-ROPERS SYNDROME; BRPS,Asian,125,7,0,1.6161940573780862,0.41088102255556325,6,571
BAINBRIDGE-ROPERS SYNDROME; BRPS,European,125,1,1,1.0689411286356305,0.31372049598137036,12,143
BAINBRIDGE-ROPERS SYNDROME; BRPS,Others,125,0,0,1.4610846265473523,0.312495797314305,2,143
BAKER-GORDON SYNDROME; BAGOS,European,125,0,0,1.3032677002849808,0.4957098802644468,2,143
BARBER-SAY SYNDROME; BBRSAY,European,125,0,0,2.385666653112144,0.5811930263106927,4,143
BASILICATA-AKHTAR SYNDROME; MRXSBA,European,125,3,2,0.9029858202355818,0.3234209423405503,21,143
BASILICATA-AKHTAR SYNDROME; MRXSBA,Others,125,3,0,1.7481279744278104,0.32947207059695194,7,143
BEAULIEU-BOYCOTT-INNES SYNDROME; BBIS,Asian,125,8,0,2.827588021000971,0.47351309793362545,5,571
BEAULIEU-BOYCOTT-INNES SYNDROME; BBIS,European,125,0,0,1.9725082298045915,0.4018725839631939,4,143
BECK-FAHRNER SYNDROME; BEFAHRS,Asian,125,0,0,3.095683527580909,0.7072002839606927,2,571
BECK-FAHRNER SYNDROME; BEFAHRS,European,125,0,0,1.3786878992264646,0.430094589969026,4,143
BECK-FAHRNER SYNDROME; BEFAHRS,Others,125,0,0,3.0316904070309176,0.8400028561288039,2,143
BECKWITH-WIEDEMANN SYNDROME; BWS,African,125,0,0,3.512645594318686,0.672934913300942,2,143
BECKWITH-WIEDEMANN SYNDROME; BWS,Asian,125,7,0,1.303216659090213,0.35443693135366905,9,571
BECKWITH-WIEDEMANN SYNDROME; BWS,European,125,0,0,1.3208712437655703,0.36424564677502796,8,143
BIRK-BAREL SYNDROME; BIBARS,Asian,125,0,0,4.074877058293024,0.6983168922989598,2,571
BIRK-BAREL SYNDROME; BIBARS,European,125,0,0,2.1963436860235284,0.40049819791588587,2,143
"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",African,125,0,0,2.9273583707611426,0.580510745670705,2,143
"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",Asian,125,0,0,1.9516026780693598,0.6287825376909315,3,571
"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",European,125,3,3,1.866121698792194,0.3340997162440765,10,143
"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",Others,125,54,38,2.7451484590382518,0.560771011376598,11,143
BOHRING-OPITZ SYNDROME; BOPS,African,125,0,0,2.428077235935598,0.5729410286602136,2,143
BOHRING-OPITZ SYNDROME; BOPS,European,125,0,0,1.2560674618497945,0.38506285869419365,9,143
BORJESON-FORSSMAN-LEHMANN SYNDROME; BFLS,European,125,20,14,1.373772907995244,0.2859798380271778,21,143
BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS,Asian,125,0,0,1.9511556651213764,0.7015225352831554,2,571
BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS,European,125,0,0,1.4578630079071087,0.3500228711483803,5,143
BOSMA ARHINIA MICROPHTHALMIA SYNDROME; BAMS,African,125,0,0,2.40857859634936,0.36451300561917427,3,143
BOSMA ARHINIA MICROPHTHALMIA SYNDROME; BAMS,Asian,125,0,0,1.2916390298046758,0.45874263496702194,4,571
BOSMA ARHINIA MICROPHTHALMIA SYNDROME; BAMS,European,125,0,0,2.4474051083333084,0.355970837139151,3,143
BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS; BRMUTD,Others,125,0,0,1.3868839591254556,0.39073159564718535,3,143
BRANCHIOOCULOFACIAL SYNDROME; BOFS,Asian,125,0,0,1.9186042222786157,0.4360634453347541,3,571
BRANCHIOOCULOFACIAL SYNDROME; BOFS,European,125,14,0,2.814572978480477,0.43882871788714894,7,143
BRUNET-WAGNER NEURODEVELOPMENTAL SYNDROME; BRUWAG,European,125,0,0,2.719332588464527,0.363659299971691,2,143
BRUNET-WAGNER NEURODEVELOPMENTAL SYNDROME; BRUWAG,Others,125,0,0,1.7066275767046,0.4544802692715743,3,143
BURN-MCKEOWN SYNDROME; BMKS,Asian,125,0,0,1.843787440981279,0.39906486293685184,4,571
BURN-MCKEOWN SYNDROME; BMKS,European,125,14,0,1.8391997861971703,0.3312742728900435,8,143
Baraitser-Winter syndrome,European,125,52,8,1.1044606575089242,0.2855114968629971,47,143
Baraitser-Winter syndrome,Others,125,0,0,2.529209992797264,0.4451998388252883,5,143
Bardet-Biedl syndrome,African,125,0,0,2.4544469648848,0.49580080794246795,3,143
Bardet-Biedl syndrome,Asian,125,0,0,1.5866621006422084,0.4679679813184235,2,571
Bardet-Biedl syndrome,European,125,49,21,1.8646213612423803,0.4013421231578134,21,143
Bardet-Biedl syndrome,Others,125,33,0,2.983813168531282,0.5507265028065113,8,143
Blepharocheilodontic syndrome,African,125,0,0,3.104383515585748,0.6254515634035606,2,143
Blepharocheilodontic syndrome,Asian,125,0,0,2.8070458430363203,0.4714244734099078,3,571
Blepharocheilodontic syndrome,European,125,0,0,2.2318438685650848,0.7011017870900635,2,143
CANTU SYNDROME,African,125,0,0,1.6114420005200085,0.389075870766114,3,143
CANTU SYNDROME,Asian,125,0,0,8.870280436737353,0.7403401711178872,2,571
CANTU SYNDROME,European,125,17,0,1.806316152392759,0.3013452217636436,9,143
"CARDIAC, FACIAL, AND DIGITAL ANOMALIES WITH DEVELOPMENTAL DELAY; CAFDADD",European,125,0,0,1.5783007604797312,0.3107648950599463,3,143
CARDIOSPONDYLOCARPOFACIAL SYNDROME; CSCF,European,125,0,0,1.7612175907651006,0.491714108583316,3,143
CAREY-FINEMAN-ZITER SYNDROME; CFZS,European,125,16,0,1.7461450768835072,0.5338208285403748,7,143
CAREY-FINEMAN-ZITER SYNDROME; CFZS,Others,125,0,0,2.5400296671049483,0.6418058624644846,2,143
CATEL-MANZKE SYNDROME; CATMANS,European,125,0,0,2.1507517671111636,0.6335265900325424,2,143
CDH8,European,125,0,0,3.5057725808231934,0.5533590013469559,3,143
CEBALID SYNDROME; CEBALID,Asian,125,14,0,2.2532464868860584,0.41918154773377325,7,571
CEBALID SYNDROME; CEBALID,European,125,21,11,1.6129439064910254,0.3155082408827133,18,143
"CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR",Asian,125,0,0,1.4584060093628575,0.4402965045245928,4,571
"CEREBELLAR, OCULAR, CRANIOFACIAL, AND GENITAL SYNDROME; COFG",African,125,0,0,2.4801536326481353,0.509063931669396,2,143
"CEREBELLAR, OCULAR, CRANIOFACIAL, AND GENITAL SYNDROME; COFG",Asian,125,1,1,1.7591733913720968,0.2967981063848552,11,571
CEREBELLOFACIODENTAL SYNDROME; CFDS,European,125,2,0,1.8962469354948077,0.28918284914399983,7,143
CEREBROCOSTOMANDIBULAR SYNDROME; CCMS,European,125,4,0,1.6691179351534988,0.4998068520472212,8,143
CHANARIN-DORFMAN SYNDROME; CDS,European,125,0,0,1.753451431243571,0.44349242096528774,2,143
"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3",European,125,0,0,4.783252858780808,0.7028851267380378,3,143
CHARGE SYNDROME,African,125,0,0,2.008402619590237,0.3926402887132323,2,143
CHARGE SYNDROME,Asian,125,34,3,1.2166651356171294,0.3207295169533093,24,571
CHARGE SYNDROME,European,125,4,4,1.3029094762472022,0.19556710815237505,20,143
CHARGE SYNDROME,Others,125,0,0,2.723480042956638,0.4000345564089926,3,143
CHITAYAT SYNDROME; CHYTS,European,125,0,0,2.037535677241602,0.5107624162148847,4,143
CHOPS SYNDROME; CHOPS,African,125,0,0,2.5109019123805196,0.7978903661957598,2,143
CHOPS SYNDROME; CHOPS,European,125,0,0,1.6148276771660766,0.39422791699507953,7,143
CHROMOSOME 18q DELETION SYNDROME,African,125,0,0,4.325086033440951,0.560655210593652,2,143
"CHROMOSOME 1p36 DELETION SYNDROME, DISTAL",African,125,0,0,1.8378269406430414,0.38034245004350203,2,143
"CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL",African,125,29,0,2.4423208013374293,0.5514941268080892,7,143
"CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL",Asian,125,17,0,1.7108268782311018,0.3738044110045662,7,571
"CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL",European,125,39,28,1.5541559485903151,0.46874878050996766,10,143
CHROMOSOME 2q37 DELETION SYNDROME,European,125,0,0,1.987230708142474,0.3263713135900208,3,143
CHROMOSOME 2q37 DELETION SYNDROME,Others,125,0,0,2.6264074279339957,0.5783596694471884,2,143
CHUNG-JANSEN SYNDROME; CHUJANS,European,125,34,11,1.6993584450580008,0.2989950319159782,29,143
CIMDAG SYNDROME; CIMDAG,European,125,0,0,2.8978650465602716,0.5081502234576523,3,143
CK SYNDROME; CKS,European,125,0,0,1.9641282221540928,0.5012228619281626,3,143
CLARK-BARAITSER SYNDROME; CLABARS,Asian,125,0,0,1.9712278663435923,0.4725455072154398,2,571
CLARK-BARAITSER SYNDROME; CLABARS,European,125,8,6,1.1785137227241842,0.2959462540450493,24,143
"CLEFT PALATE, CARDIAC DEFECTS, AND MENTAL RETARDATION; CPCMR",European,125,3,3,1.215115346353913,0.3139687213838456,13,143
CLEIDOCRANIAL DYSPLASIA; CCD,African,125,0,0,1.8147420392205726,0.43745931485982714,4,143
CLEIDOCRANIAL DYSPLASIA; CCD,Asian,125,30,20,1.61314638154312,0.3911897532052827,12,571
CLEIDOCRANIAL DYSPLASIA; CCD,Others,125,0,0,2.4342414732687443,0.8454884820140747,2,143
COCKAYNE SYNDROME A; CSA,African,125,0,0,2.496493484331537,0.7370127941881528,2,143
COFFIN-LOWRY SYNDROME; CLS,African,125,0,0,2.7270353039226407,0.7245073664277727,3,143
COFFIN-LOWRY SYNDROME; CLS,Asian,125,39,39,3.5809564501766493,0.42996482917424683,10,571
COFFIN-LOWRY SYNDROME; CLS,European,125,30,27,2.4532165284842646,0.3757947366899997,12,143
"COGNITIVE FUNCTION 1, SOCIAL; CGF1",African,125,35,24,1.6692966418743111,0.3719280214757517,15,143
COHEN SYNDROME; COH1,African,125,0,0,2.212058764573743,0.49135834021961766,2,143
COHEN SYNDROME; COH1,Asian,125,0,0,1.8295147239023453,0.5054351426322742,2,571
COHEN SYNDROME; COH1,European,125,35,6,0.9590158375542961,0.23902130846572195,53,143
COHEN-GIBSON SYNDROME; COGIS,European,125,0,0,1.639673456629258,0.35610759364116756,5,143
"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY; CAKUTHED",European,125,0,0,3.106956748682102,0.8437134823919278,3,143
"CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY; CCFDN",European,125,0,0,1.0967754226205713,0.3505082475560387,7,143
"CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY; CLIFAHDD",European,125,0,0,2.337301461450916,0.4096599741973656,2,143
"CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER; CHDFIDD",European,125,37,21,1.6779013656220525,0.37401897014383184,18,143
"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2",African,125,0,0,2.8085844212667066,0.46298048704400724,3,143
"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2",European,125,34,23,1.649126531495492,0.36960790386457343,15,143
"CONGENITAL HYPOTONIA, EPILEPSY, DEVELOPMENTAL DELAY, AND DIGITAL ANOMALIES; CHEDDA",Others,125,0,0,2.5479923735574035,0.5794578059737449,3,143
"CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND ROBIN SEQUENCE",European,125,0,0,2.719683476591474,0.5747349000552235,2,143
COSTELLO SYNDROME; CSTLO,Asian,125,23,0,2.0717964268282643,0.3466968778780274,9,571
COSTELLO SYNDROME; CSTLO,European,125,24,13,1.0775371229343846,0.3717339494603476,25,143
COSTELLO SYNDROME; CSTLO,Others,125,7,0,1.9162553011599572,0.34932301748719036,6,143
"CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR",European,125,4,0,2.769628443273856,0.3158015236673311,4,143
CRANIOFACIAL MICROSOMIA; CFM,European,125,0,0,2.122135940852679,0.5311925700088322,4,143
CRANIOFRONTONASAL SYNDROME; CFNS,Asian,125,57,40,4.055743035002517,0.533576848896921,13,571
CRANIOFRONTONASAL SYNDROME; CFNS,European,125,53,22,2.500370556019366,0.45871487339244266,21,143
CRANIOFRONTONASAL SYNDROME; CFNS,Others,125,7,0,2.522372898749604,0.4773882178773462,5,143
CROUZON SYNDROME,African,125,45,0,3.9852069742250995,0.6773655216306931,7,143
CROUZON SYNDROME,Asian,125,67,33,3.435449132235557,0.453694449164937,24,571
CROUZON SYNDROME,European,125,49,22,2.5847700062732972,0.46837794385476716,20,143
CSNK1G1,European,125,0,0,1.5483834239817633,0.4057430864396964,3,143
CURRARINO SYNDROME,European,125,0,0,3.029793874971353,0.4086410964535036,2,143
CYSTIC FIBROSIS; CF,European,125,0,0,1.5224167824326689,0.44419724495511975,3,143
Cardiofaciocutaneous syndrome,Asian,125,17,0,1.8629639247882401,0.5002201300581902,6,571
Cardiofaciocutaneous syndrome,European,125,57,24,1.4292858368630361,0.4135320183010084,25,143
"Cardiomyopathy, familial hypertrophic",Asian,125,0,0,1.918295846331016,0.4516265229419159,2,571
"Central hypoventilation syndrome, congenital",African,125,0,0,2.389543895685119,0.5140974043076662,2,143
Cerebral creatine deficiency syndrome,European,125,0,0,2.6416981331348612,0.7844877682227775,2,143
Coffin-Siris syndrome,African,125,0,0,2.5377920814140387,0.5093172751035109,3,143
Coffin-Siris syndrome,Asian,125,37,18,1.3741052314771611,0.370006328252933,19,571
Coffin-Siris syndrome,European,125,74,3,0.8797908305309603,0.3315893160282336,119,143
Coffin-Siris syndrome,Others,125,0,0,3.86167532246105,0.632061608394947,2,143
Cold-induced sweating syndrome,Asian,125,0,0,1.9616014838288909,0.4002396379992625,4,571
Cold-induced sweating syndrome,European,125,0,0,2.3151188340243234,0.6406161321367008,5,143
Cole-Carpenter syndrome,Asian,125,34,0,3.2970286236237016,0.627646923713315,4,571
"Congenital disorders of glycosylation, type II",European,125,18,0,3.122622083605893,0.3880367507230275,6,143
Cornelia de Lange syndrome,African,125,60,30,1.8865408637909957,0.5156812168239252,22,143
Cornelia de Lange syndrome,Asian,125,47,12,1.5424172863047558,0.3289029449936729,40,571
Cornelia de Lange syndrome,European,125,50,3,1.0988571006197674,0.1995748022004397,177,143
Cornelia de Lange syndrome,Others,125,65,13,1.4802302494421522,0.2644959703663751,76,143
Craniosynostosis,European,125,0,0,1.1981492939603942,0.47182317141258806,8,143
Cutis laxa,African,125,1,0,2.2700965344161133,0.6027676304460284,5,143
Cutis laxa,Asian,125,11,9,1.2076125732705805,0.2530704561388687,22,571
Cutis laxa,European,125,0,0,0.9082162867137705,0.2766460997672881,11,143
Cutis laxa,Others,125,13,0,1.8352741396082224,0.537871169816592,6,143
DDX23,European,125,0,0,2.818231382224778,0.6188800426093748,2,143
"DEAFNESS, CATARACT, IMPAIRED INTELLECTUAL DEVELOPMENT, AND POLYNEUROPATHY; DCIDP",Asian,125,0,0,3.0417207484271094,0.5035469209125613,5,571
"DEAFNESS, CATARACT, IMPAIRED INTELLECTUAL DEVELOPMENT, AND POLYNEUROPATHY; DCIDP",European,125,28,17,1.3218156841252517,0.4172892527527196,12,143
"DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION; DDCH",European,125,0,0,2.9570336406647315,0.741282007882653,2,143
"DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME; DOORS",European,125,0,0,1.368934128483663,0.338791891012988,3,143
DESANTO-SHINAWI SYNDROME; DESSH,Asian,125,0,0,2.2458758936351697,0.6696187486716666,3,571
DESANTO-SHINAWI SYNDROME; DESSH,European,125,5,4,1.1235540531768606,0.2043835762406176,14,143
DESANTO-SHINAWI SYNDROME; DESSH,Others,125,0,0,1.873951456646719,0.364243369997746,3,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 18; DEE18,European,125,0,0,2.070175994404687,0.5321600815982713,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23,European,125,0,0,11.83936000018304,0.6356732911394485,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23,Others,125,0,0,2.4437078554071583,0.6619826955993077,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 28; DEE28,Asian,125,0,0,2.6059185384708816,0.46792387178724937,3,571
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 28; DEE28,European,125,1,0,1.6394401247527741,0.35784881080373127,8,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 2; DEE2,European,125,0,0,1.3137099845626419,0.4650865860259406,7,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4,European,125,0,0,2.464937655117587,0.4624961329927294,4,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 65; DEE65,European,125,0,0,2.378991122762734,0.6880308218244965,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 66; DEE66,European,125,9,0,1.8621775534505884,0.44610525826202724,6,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 70; DEE70,European,125,5,0,2.3937535100347493,0.49649861944509394,5,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 7; DEE7,European,125,0,0,1.9604927884679562,0.6217313279436055,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80; DEE80,Asian,125,0,0,5.109972421066404,0.5969429179677506,2,571
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80; DEE80,European,125,0,0,1.7644207675640002,0.5905132875711564,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 83; DEE83,Asian,125,0,0,1.7993765815414096,0.3982234271807889,4,571
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 84; DEE84,European,125,0,0,2.21646796258598,0.5027988741158513,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 87; DEE87,Asian,125,0,0,2.70705594435285,0.4845663294896254,4,571
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 87; DEE87,European,125,0,0,1.4982850383799176,0.557818270679824,2,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 94; DEE94,European,125,0,0,1.1642342151572287,0.32017559684024177,10,143
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 95; DEE95,European,125,0,0,2.099350181870772,0.4571912570710085,4,143
DEVELOPMENTAL DELAY WITH OR WITHOUT DYSMORPHIC FACIES AND AUTISM; DEDDFA,European,125,4,4,1.0465748574190146,0.35688156883281497,19,143
DEVELOPMENTAL DELAY WITH OR WITHOUT INTELLECTUAL IMPAIRMENT OR BEHAVIORAL ABNORMALITIES; DDIB,European,125,11,0,1.624432311527493,0.5189011134114966,8,143
"DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH",Asian,125,0,0,3.7358344103160013,0.6830681240244975,2,571
"DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH",European,125,0,0,1.8025742374421616,0.6763648124113725,2,143
DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA,Asian,125,0,0,1.5304750161376826,0.3198776051895643,4,571
DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA,European,125,8,4,1.2379927491209175,0.2712005801694284,14,143
DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA,Others,125,0,0,2.528161121503527,0.60431594116092,2,143
"DEVELOPMENTAL DELAY, HYPOTONIA, MUSCULOSKELETAL DEFECTS, AND BEHAVIORAL ABNORMALITIES; DEHMBA",European,125,39,25,1.8896783147026455,0.49713638196904864,14,143
"DEVELOPMENTAL DELAY, IMPAIRED GROWTH, DYSMORPHIC FACIES, AND AXONAL NEUROPATHY; DIGFAN",European,125,53,47,2.3183524152936688,0.6226844732004515,10,143
"DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH",African,125,0,0,1.2778113046889104,0.35282581223423226,4,143
"DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH",Asian,125,0,0,2.2185084894473843,0.4077627628076267,3,571
"DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM; NDH",European,125,0,0,1.7034737660078585,0.4715212938968822,2,143
DIETS-JONGMANS SYNDROME; DIJOS,European,125,6,0,1.5256023238927618,0.42287423972549604,9,143
DIGEORGE SYNDROME; DGS,Asian,125,0,0,2.2678158559295962,0.34156837495225945,3,571
DIGEORGE SYNDROME; DGS,European,125,0,0,1.0966223136238935,0.3783963606311551,8,143
DONNAI-BARROW SYNDROME,Asian,125,0,0,1.2266892219264034,0.3978463223907972,3,571
DOWN SYNDROME,African,125,78,49,2.1042632490775075,0.7134278231584549,21,143
DUANE-RADIAL RAY SYNDROME; DRRS,European,125,0,0,1.8214366963713056,0.39516472278216247,5,143
Desbuquois dysplasia,European,125,0,0,2.9116765430492206,0.516036570958927,3,143
"ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES; EDFAOB",European,125,0,0,1.8859028554292576,0.4002572430529379,8,143
ELSAHY-WATERS SYNDROME; ESWS,European,125,11,0,5.676343499276308,0.568597690136993,4,143
Ectodermal dysplasia (select examples),Asian,125,0,0,2.1721205968455175,0.3600375677466381,2,571
Ehlers-Danlos syndrome,Asian,125,47,18,1.9472347612963816,0.44300452074066105,16,571
Ehlers-Danlos syndrome,European,125,57,20,1.3637900289400111,0.493129357808504,18,143
Ehlers-Danlos syndrome,Others,125,10,10,1.491074512258155,0.2837168187559673,13,143
